Resolution,Date,Subject,Mentions,WikiText,WikiLink,topicID
1490,03-Jul-03,The situation between Iraq and Kuwait,"["" [2] It instructed the Secretary-General Kofi Annan to negotiate the transfer of UNIKOM's non-removable property and assets that could not be disposed otherwise to Iraq and Kuwait""]","UN Security Council Resolution 1490 UNIKOM medal bar Date 3 July 2003 Meeting no. 4,783 Code S/RES/1490 ( Document ) Subject The situation between Iraq and Kuwait Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1490 , adopted unanimously on 3 July 2003, after resolutions 687 (1991), 689 (1991), 806 (1993), 833 (1993) and 1483 (2003) on the situation between Iraq and Kuwait , the Council extended the mandate of the United Nations Iraq–Kuwait Observation Mission (UNIKOM) monitoring the mutual border for a final period until 6 October 2003. [1] The Security Council reaffirmed the commitment of all states to the sovereignty and territorial integrity of both Iraq and Kuwait. It recognised that the UNIKOM operation and demilitarised zone established in 1991 between the two states was no longer necessary to protect Kuwait from Iraqi actions. [2] Acting under Chapter VII of the United Nations Charter , the resolution extended UNIKOM's mandate for a final time and ended the demilitarised zone between the two countries. [2] It instructed the Secretary-General Kofi Annan to negotiate the transfer of UNIKOM's non-removable property and assets that could not be disposed otherwise to Iraq and Kuwait. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1490,106
1492,18-Jul-03,The situation in Sierra Leone,"["" It approved of the Secretary-General Kofi Annan 's decision concerning the drawdown of the United Nations Mission in Sierra Leone by the end of 2004"", ' The Secretary-General submitted additional recommendations in early 2004 regarding a residual United Nations presence in Sierra Leone', ' Key benchmarks of the reduction were be monitored by the Council, while the Secretary-General was instructed to report at the end of each of the four phases on progress made']","UN Security Council Resolution 1492 Flag of Sierra Leone Date 18 July 2003 Meeting no. 4,789 Code S/RES/1492 ( Document ) Subject The situation in Sierra Leone Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1492 , adopted unanimously on 18 July 2003, after recalling all previous resolutions on the situation in Sierra Leone , the Council approved a four-stage reduction of the United Nations Mission in Sierra Leone , culminating in a complete withdrawal by December 2004. [1] The Security Council recognised the fragile security situation in the Mano River region, notably the civil war in neighbouring Liberia and the need to strengthen the capacity of the Sierra Leone Police and Armed Forces . It approved of the Secretary-General Kofi Annan 's decision concerning the drawdown of the United Nations Mission in Sierra Leone by the end of 2004. The Secretary-General submitted additional recommendations in early 2004 regarding a residual United Nations presence in Sierra Leone. Key benchmarks of the reduction were be monitored by the Council, while the Secretary-General was instructed to report at the end of each of the four phases on progress made. [2] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1492,135
1493,28-Jul-03,The situation concerning the Democratic Republic of the Congo,"[' [2] The MONUC mission had difficulties implementing Resolution 1493 due to ambiguous references in the text, an issue later addressed by the Secretary-General who criticised the lack of specific tasks given to the operation under this resolution']","UN Security Council Resolution 1493 Democratic Republic of the Congo Date 28 July 2003 Meeting no. 4,797 Code S/RES/1493 ( Document ) Subject The situation concerning the Democratic Republic of the Congo Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1493 , adopted unanimously on July 28, 2003, after recalling all resolutions on the situation in the Democratic Republic of the Congo , the Council extended the mandate of the United Nations Mission in the Democratic Republic of Congo (MONUC) until 30 July 2004 and raised its troop level from 8,700 to 10,800. [1] Under previous mandates, MONUC was only allowed to use force in self-defense and the current resolution expanded this to include ""all necessary means"" to fulfill its mandate. [2] The MONUC mission had difficulties implementing Resolution 1493 due to ambiguous references in the text, an issue later addressed by the Secretary-General who criticised the lack of specific tasks given to the operation under this resolution. [3] Contents 1 Resolution 1.1 Observations 1.2 Acts 2 See also 3",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1493,111
1495,31-Jul-03,The situation concerning Western Sahara,"['5em} v t e United Nations Security Council resolution 1495 , adopted unanimously on 31 July 2003, after recalling all previous resolutions on the situation in Western Sahara , particularly Resolution 1429 (2002), the Council extended the mandate of the United Nations Mission for the Referendum in Western Sahara (MINURSO) until 31 October 2003 and supported the Baker Plan put forth by James Baker III , who was at that time the Special Representative for Western Sahara of the Secretary-General Kofi Annan , as a replacement of the 1991 Settlement Plan ']","UN Security Council Resolution 1495 Boujdour in Western Sahara Date 31 July 2003 Meeting no. 4,801 Code S/RES/1495 ( Document ) Subject The situation concerning Western Sahara Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria .mw-parser-output .sidebar{width:22em;float:right;clear:right;margin:0.5em 0 1em 1em;background:#f8f9fa;border:1px solid #aaa;padding:0.2em;border-spacing:0.4em 0;text-align:center;line-height:1.4em;font-size:88%;display:table}body.skin-minerva .mw-parser-output .sidebar{display:table!important;float:right!important;margin:0.5em 0 1em 1em!important}.mw-parser-output .sidebar a{white-space:nowrap}.mw-parser-output .sidebar-wraplinks a{white-space:normal}.mw-parser-output .sidebar-subgroup{width:100%;margin:0;border-spacing:0}.mw-parser-output .sidebar-left{float:left;clear:left;margin:0.5em 1em 1em 0}.mw-parser-output .sidebar-none{float:none;clear:both;margin:0.5em 1em 1em 0}.mw-parser-output .sidebar-outer-title{padding-bottom:0.2em;font-size:125%;line-height:1.2em;font-weight:bold}.mw-parser-output .sidebar-top-image{padding:0.4em 0}.mw-parser-output .sidebar-top-caption,.mw-parser-output .sidebar-pretitle-with-top-image,.mw-parser-output .sidebar-caption{padding-top:0.2em;line-height:1.2em}.mw-parser-output .sidebar-pretitle{padding-top:0.4em;line-height:1.2em}.mw-parser-output .sidebar-title,.mw-parser-output .sidebar-title-with-pretitle{padding:0.2em 0.4em;font-size:145%;line-height:1.2em}.mw-parser-output .sidebar-title-with-pretitle{padding-top:0}.mw-parser-output .sidebar-image{padding:0.2em 0 0.4em}.mw-parser-output .sidebar-heading{padding:0.1em}.mw-parser-output .sidebar-content{padding:0 0.1em 0.4em}.mw-parser-output .sidebar-content-with-subgroup{padding:0.1em 0 0.2em}.mw-parser-output .sidebar-above,.mw-parser-output .sidebar-below{padding:0.3em 0.4em;font-weight:bold}.mw-parser-output .sidebar-collapse .sidebar-above,.mw-parser-output .sidebar-collapse .sidebar-below{border-top:1px solid #aaa;border-bottom:1px solid #aaa}.mw-parser-output .sidebar-navbar{text-align:right;font-size:115%}.mw-parser-output .sidebar-collapse .sidebar-navbar{padding-top:0.6em}.mw-parser-output .sidebar-list-title{text-align:left;font-weight:bold;line-height:1.6em;font-size:105%}.mw-parser-output .sidebar-list-title-c{text-align:center;margin:0 3.3em}@media(max-width:720px){body.mediawiki .mw-parser-output .sidebar{width:100%!important;clear:both;float:none!important;margin-left:0!important;margin-right:0!important}} Part of a series on the Western Sahara conflict Background Spanish Sahara Greater Morocco Greater Mauritania Moroccan Army of Liberation Movement for the Liberation of Saguia el Hamra and Wadi el Dhahab Polisario Front Sahrawi National Union Party Madrid Accords Regions Saguia el-Hamra Río de Oro Southern Provinces Tiris al-Gharbiyya Free Zone Politics Political status of Western Sahara Foreign relations of Morocco Makhzen Politics of the SADR Royal Advisory Council for Saharan Affairs Clashes Ifni War Zemla Intifada Western Sahara War Independence Intifada First Intifada Gdeim Izik Arab Spring protests 2020 clashes Issues Refugees camps Sahrawi nationality Green March Moroccan settlers Moroccan Wall Human rights Peace process UN resolutions UN visiting mission UN referendum mission ICJ Advisory Opinion Settlement Plan Houston Agreement Baker Plan Manhasset negotiations Autonomy Proposal .mw-parser-output .navbar{display:inline;font-size:88%;font-weight:normal}.mw-parser-output .navbar-collapse{float:left;text-align:left}.mw-parser-output .navbar-boxtext{word-spacing:0}.mw-parser-output .navbar ul{display:inline-block;white-space:nowrap;line-height:inherit}.mw-parser-output .navbar-brackets::before{margin-right:-0.125em;content:""[ ""}.mw-parser-output .navbar-brackets::after{margin-left:-0.125em;content:"" ]""}.mw-parser-output .navbar li{word-spacing:-0.125em}.mw-parser-output .navbar-mini abbr{font-variant:small-caps;border-bottom:none;text-decoration:none;cursor:inherit}.mw-parser-output .navbar-ct-full{font-size:114%;margin:0 7em}.mw-parser-output .navbar-ct-mini{font-size:114%;margin:0 4em}.mw-parser-output .infobox .navbar{font-size:100%}.mw-parser-output .navbox .navbar{display:block;font-size:100%}.mw-parser-output .navbox-title .navbar{float:left;text-align:left;margin-right:0.5em} v t e United Nations Security Council resolution 1495 , adopted unanimously on 31 July 2003, after recalling all previous resolutions on the situation in Western Sahara , particularly Resolution 1429 (2002), the Council extended the mandate of the United Nations Mission for the Referendum in Western Sahara (MINURSO) until 31 October 2003 and supported the Baker Plan put forth by James Baker III , who was at that time the Special Representative for Western Sahara of the Secretary-General Kofi Annan , as a replacement of the 1991 Settlement Plan . [1] The resolution, adopted after significant changes to the original draft, [2] was welcomed by the Polisario Front , which supported the Baker Plan, but not by Morocco , which resisted it. [3] Contents 1 Resolution 1.1 Observations 1.2 Acts 2 See also 3",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1495,110
1496,31-Jul-03,The situation in the Middle East,"["" [1] The Security Council recalled the Secretary-General Kofi Annan 's conclusion that Israel had withdrawn its forces from Lebanon as of 16 June 2000, in accordance with Resolution 425"", ' It emphasised the temporary nature of the UNIFIL operation and noted that it had completed two out of three parts of its mandate ', ' The Lebanese government welcomed steps taken to restore its authority in southern Lebanon through the deployment of Lebanese forces', "" [2] The parties were urged to ensure UNIFIL's full freedom of movement and to ensure its safety"", ' Both Israel and Lebanon were called upon to fulfill commitments to respect the withdrawal line identified by the United Nations and all air, sea and land violations of the line were condemned in addition to drawing the concern of the Council', ' [3] The resolution supported efforts by UNIFIL to monitor violations of the withdrawal line and efforts in demining , encouraging the need for maps to be provided of the location of land mines ', ' [4] The Secretary-General was requested to continue consultations with the Lebanese government and troop-contributing countries concerning the implementation of the current resolution']","UN Security Council Resolution 1496 UNIFIL ribbon bar Date 31 July 2003 Meeting no. 4,802 Code S/RES/1496 ( Document ) Subject The situation in the Middle East Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1496 , adopted unanimously on 31 July 2003, after recalling previous resolutions on Israel and Lebanon , including resolutions 425 (1978), 426 (1978)  and 1461 (2003), the Council extended the mandate of the United Nations Interim Force in Lebanon (UNIFIL) for a further six months until 31 January 2004. [1] The Security Council recalled the Secretary-General Kofi Annan 's conclusion that Israel had withdrawn its forces from Lebanon as of 16 June 2000, in accordance with Resolution 425. It emphasised the temporary nature of the UNIFIL operation and noted that it had completed two out of three parts of its mandate . The Lebanese government welcomed steps taken to restore its authority in southern Lebanon through the deployment of Lebanese forces. [2] The parties were urged to ensure UNIFIL's full freedom of movement and to ensure its safety. Both Israel and Lebanon were called upon to fulfill commitments to respect the withdrawal line identified by the United Nations and all air, sea and land violations of the line were condemned in addition to drawing the concern of the Council. [3] The resolution supported efforts by UNIFIL to monitor violations of the withdrawal line and efforts in demining , encouraging the need for maps to be provided of the location of land mines . [4] The Secretary-General was requested to continue consultations with the Lebanese government and troop-contributing countries concerning the implementation of the current resolution. It further directed him to report on the activities of UNIFIL and on tasks conducted by the United Nations Truce Supervision Organization (UNTSO). Finally, the resolution concluded by stressing the importance of a just and lasting peace in the Middle East based on relevant Security Council resolutions including 242 (1967) and 338 (1973). See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1496,146
1499,13-Aug-03,The situation concerning the Democratic Republic of the Congo,"["" The Secretary-General Kofi Annan was requested to extend the investigative panel's mandate until 31 October 2003, when it would be due to report its findings""]","UN Security Council Resolution 1499 Epulu River in the Ituri region of the Democratic Republic of the Congo Date 13 August 2003 Meeting no. 4,807 Code S/RES/1499 ( Document ) Subject The situation concerning the Democratic Republic of the Congo Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1499 , adopted unanimously on 13 August 2003, after recalling previous resolutions on the situation in the Democratic Republic of the Congo , including resolutions 1457 (2003) and 1493 (2003), the Council extended the mandate of a panel investigating the plundering of natural resources in the country until 31 October 2003. [1] The Security Council welcomed the establishment of a transitional national government in the Democratic Republic of the Congo, but noted that illegal exploitation of the country's natural resources continued to take place, particularly in the east. [2] It recognised that the exchange of information and attempts to resolve issues would assist in the transparency of the panel's work, highlight the issue of the exploitation of natural resources and the connections with arms trafficking . The Secretary-General Kofi Annan was requested to extend the investigative panel's mandate until 31 October 2003, when it would be due to report its findings. The resolution reiterated the council's demand that all relevant states immediately end the illegal exploitation of natural resources in the Democratic Republic of the Congo. [3] The panel was instructed to provide information to the concerned governments in order for them to take appropriate action. [3] The investigative panel named individuals and companies implicated in illegal activities and which further measures would be taken. [4] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1499,111
1500,14-Aug-03,The situation between Iraq and Kuwait,[' The resolution also established UNAMI to assist the Secretary-General Kofi Annan in the implementation of his mandate under Resolution 1483 for an initial period of twelve months'],"UN Security Council Resolution 1500 Iraq Date 14 August 2003 Meeting no. 4,808 Code S/RES/1500 ( Document ) Subject The situation between Iraq and Kuwait Voting summary 14 voted for None voted against 1 abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1500 , adopted on 14 August 2003, after reaffirming previous resolutions on Iraq , particularly Resolution 1483 (2003), the Council established the United Nations Assistance Mission in Iraq (UNAMI) and welcomed the creation of the Iraqi Governing Council . [1] The Security Council reaffirmed the sovereignty and territorial integrity of Iraq, and the role of the United Nations in the country. [2] It welcomed the creation of the Governing Council as an important step towards the formation of a representative and widely recognised government. The resolution also established UNAMI to assist the Secretary-General Kofi Annan in the implementation of his mandate under Resolution 1483 for an initial period of twelve months. [3] UNAMI would also assist in the co-ordination of humanitarian and other functions. [2] Resolution 1500 was adopted by 14 votes to none against and one abstention from Syria . [4] The Syrian representative said their vote reflected the opinion of the Arab World and of the need to end the occupation of Iraq, and had expressed regret at the consultation process that led to the adoption of the current resolution. [1] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1500,106
1501,26-Aug-03,The situation concerning the Democratic Republic of the Congo,"["" Acting under Chapter VII of the United Nations Charter , the Council approved the Secretary-General Kofi Annan 's decision to authorise countries participating in Operation Artemis (which was due to end on 1 September) to assist the MONUC contingent in the town of Bunia and immediate surroundings if requested to do so by MONUC""]","UN Security Council Resolution 1501 Bunia in the Democratic Republic of the Congo Date 26 August 2003 Meeting no. 4,813 Code S/RES/1501 ( Document ) Subject The situation concerning the Democratic Republic of the Congo Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1501 , adopted unanimously on 26 August 2003, after recalling all previous resolutions on the situation in the Democratic Republic of the Congo , particularly resolutions 1484 (2003) and 1493 (2003), authorised countries participating in Operation Artemis in Bunia to assist the United Nations Mission in the Democratic Republic of Congo (MONUC) as it was deployed around the town. [1] The Security Council remained concerned about hostilities in eastern Democratic Republic of the Congo, including North and South Kivu and Ituri Province . [2] It reiterated its support for the peace process, and for the multinational force, Operation Artemis. Acting under Chapter VII of the United Nations Charter , the Council approved the Secretary-General Kofi Annan 's decision to authorise countries participating in Operation Artemis (which was due to end on 1 September) to assist the MONUC contingent in the town of Bunia and immediate surroundings if requested to do so by MONUC. [3] Kofi Annan said the decision was necessary in case the situation became volatile in Bunia during the transitional period from the multinational force to MONUC. [1] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1501,111
1504,04-Sep-03,The International Criminal Tribunal for the former Yugoslavia,"["" [1] The Security Council welcomed the Secretary-General Kofi Annan 's intention to nominate Carla Del Ponte, and subsequently approved her appointment for a four-year term, beginning on 15 September 2003""]","UN Security Council Resolution 1504 Carla Del Ponte Date 4 September 2003 Meeting no. 4,819 Code S/RES/1504 ( Document ) Subject The International Criminal Tribunal for the former Yugoslavia Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1504 , adopted unanimously on 4 September 2003, after recalling Resolution 1503 (2003), the Council appointed Carla Del Ponte as Prosecutor at the International Criminal Tribunal for the former Yugoslavia (ICTY). [1] The Security Council welcomed the Secretary-General Kofi Annan 's intention to nominate Carla Del Ponte, and subsequently approved her appointment for a four-year term, beginning on 15 September 2003. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1504,95
1507,12-Sep-03,The situation between Eritrea and Ethiopia,"[' [1] The resolution was adopted after the Secretary-General Kofi Annan reported that both Ethiopia and Eritrea had failed to initiate a political dialogue, resulting in a "" cold peace ""']","UN Security Council Resolution 1507 Eritrea (orange) and Ethiopia (green) Date 12 September 2003 Meeting no. 4,822 Code S/RES/1507 ( Document ) Subject The situation between Eritrea and Ethiopia Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1507 , adopted unanimously on 12 September 2003, after reaffirming all resolutions on the situation between Eritrea and Ethiopia , particularly Resolution 1466 (2003), the Council extended the mandate of the United Nations Mission in Ethiopia and Eritrea (UNMEE) until 15 March 2004. [1] The resolution was adopted after the Secretary-General Kofi Annan reported that both Ethiopia and Eritrea had failed to initiate a political dialogue, resulting in a "" cold peace "". [2] Both countries had agreed to recognise the new border demarcation though it had not been implemented. [3] Contents 1 Resolution 1.1 Observations 1.2 Acts 2 See also 3",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1507,105
1513,28-Oct-03,The situation concerning Western Sahara,"["" [1] The Secretary-General Kofi Annan was requested to report on the situation at the end of MINURSO's mandate""]","UN Security Council Resolution 1513 Western Sahara Date 28 October 2003 Meeting no. 4,850 Code S/RES/1513 ( Document ) Subject The situation concerning Western Sahara Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1513 , adopted unanimously on 28 October 2003, after recalling all previous resolutions on the situation in Western Sahara , particularly Resolution 1495 (2003), the Council extended the mandate of the United Nations Mission for the Referendum in Western Sahara (MINURSO) until 31 January 2004. [1] The decision to extend MINURSO's mandate was taken after a request by Morocco to further consider the Baker Plan proposed by James Baker III , relating to the self-determination of the territory; the Polisario Front accepted the plan on 6 July 2003. [1] The Secretary-General Kofi Annan was requested to report on the situation at the end of MINURSO's mandate. [2] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1513,110
1514,13-Nov-03,The situation in Côte d'Ivoire,"["" The Secretary-General Kofi Annan was asked to report to the Council by 10 January 2004 on MINUCI's efforts to facilitate peace and stability in Côte d'Ivoire, and on strengthening the United Nations presence in the country""]","For United Nations General Assembly Resolution 1514, see Declaration on the Granting of Independence to Colonial Countries and Peoples . UN Security Council Resolution 1514 Flag of Côte d'Ivoire Date 13 November 2003 Meeting no. 4,857 Code S/RES/1514 ( Document ) Subject The situation in Côte d'Ivoire Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1514 , adopted unanimously on 13 November 2003, after reaffirming Resolution 1479 (2003) on the situation in Côte d'Ivoire (Ivory Coast) and resolutions 1464 (2003) and 1498 (2003), the Council extended the mandate of the United Nations Mission in Côte d'Ivoire (MINUCI) until 4 February 2004. [1] The Security Council reaffirmed the Linas-Marcoussis Agreement and its opposition to attempts to achieve power through unconstitutional means. It stressed the need for all Ivorian parties to participate in the Government of National Reconciliation, resume effective authority throughout the country and commitments towards the disarmament , demobilisation and reintegration programme of former combatants and restructuring of the armed forces . As with previous resolutions, the Council commended the Economic Community of West African States (ECOWAS) and French forces for their efforts to promote a peaceful settlement in Côte d'Ivoire. The Secretary-General Kofi Annan was asked to report to the Council by 10 January 2004 on MINUCI's efforts to facilitate peace and stability in Côte d'Ivoire, and on strengthening the United Nations presence in the country. [2] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1514,123
1517,24-Nov-03,The situation in Cyprus,"["" [1] The Security Council noted the call within the Secretary-General Kofi Annan 's report for the authorities in Cyprus and Northern Cyprus to urgently address the humanitarian situation concerning missing persons"", ' [2] It also welcomed efforts to sensitise United Nations peacekeeping personnel towards the prevention and control of HIV/AIDS and other diseases', "" Extending UNFICYP's mandate , the resolution requested the Secretary-General to report to the Council by 1 June 2004 on the implementation of the current resolution""]","UN Security Council Resolution 1517 Divided Cyprus Date 24 November 2003 Meeting no. 4,870 Code S/RES/1517 ( Document ) Subject The situation in Cyprus Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria The United Nations Security Council resolution 1517 was adopted unanimously on 24 November 2003, after reaffirming all resolutions on the situation in Cyprus , particularly Resolution 1251 (1999), the Council extended the mandate of the United Nations Peacekeeping Force in Cyprus (UNFICYP) for an additional six months until 15 June 2004. [1] The Security Council noted the call within the Secretary-General Kofi Annan 's report for the authorities in Cyprus and Northern Cyprus to urgently address the humanitarian situation concerning missing persons. [2] It also welcomed efforts to sensitise United Nations peacekeeping personnel towards the prevention and control of HIV/AIDS and other diseases. Extending UNFICYP's mandate , the resolution requested the Secretary-General to report to the Council by 1 June 2004 on the implementation of the current resolution. It expressed concern at violations by the Turkish Cypriot side at Strovilia and called for an end to restrictions imposed on 30 June 2000 on UNFICYP operations and to restore the military status quo. [3] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1517,122
1520,22-Dec-03,The situation in the Middle East,"[' 4,889 Code S/RES/1520 ( Document ) Subject The situation in the Middle East Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1520 , adopted unanimously on 22 December 2003, after considering a report by the Secretary-General Kofi Annan regarding the United Nations Disengagement Observer Force (UNDOF), the Council extended its mandate for a further six months until 30 June 2004', ' [1] The resolution called upon the parties concerned to immediately implement Resolution 338 (1973) and requested that the Secretary-General submit a report on the situation at the end of that period', "" The Secretary-General's report pursuant to the previous resolution on UNDOF said that the situation between Israel and Syria had remained generally calm, though the situation in the Middle East as a whole remained dangerous until a settlement could be reached""]","UN Security Council Resolution 1520 UNDOF ribbon bar Date 22 December 2003 Meeting no. 4,889 Code S/RES/1520 ( Document ) Subject The situation in the Middle East Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Angola Bulgaria Chile Cameroon Germany Guinea Mexico Pakistan Spain Syria United Nations Security Council resolution 1520 , adopted unanimously on 22 December 2003, after considering a report by the Secretary-General Kofi Annan regarding the United Nations Disengagement Observer Force (UNDOF), the Council extended its mandate for a further six months until 30 June 2004. [1] The resolution called upon the parties concerned to immediately implement Resolution 338 (1973) and requested that the Secretary-General submit a report on the situation at the end of that period. The Secretary-General's report pursuant to the previous resolution on UNDOF said that the situation between Israel and Syria had remained generally calm, though the situation in the Middle East as a whole remained dangerous until a settlement could be reached. He also reported that the area was tense since an Israeli air strike on 5 October 2003, which he condemned. [2] See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1520,146
1523,30-Jan-04,The situation concerning Western Sahara,"["" [2] The Secretary-General Kofi Annan was requested to report on the situation at the end of MINURSO's mandate""]","UN Security Council Resolution 1523 Western Sahara desert Date 30 January 2004 Meeting no. 4,905 Code S/RES/1523 ( Document ) Subject The situation concerning Western Sahara Voting summary 15 voted for None voted against None abstained Result Adopted Security Council composition Permanent members China France Russia United Kingdom United States Non-permanent members Algeria Angola Benin Brazil Chile Germany Pakistan Philippines Romania Spain United Nations Security Council resolution 1523 , adopted unanimously on 30 January 2004, after recalling all previous resolutions on the situation in Western Sahara , particularly Resolution 1495 (2003), the Council extended the mandate of the United Nations Mission for the Referendum in Western Sahara (MINURSO) until 30 April 2004. [1] The decision to extend MINURSO's mandate was taken after a request by James Baker III for further discussions with Morocco concerning the Baker Plan , relating to the self-determination of the territory; the Polisario Front accepted the plan on 6 July 2003. [2] The Secretary-General Kofi Annan was requested to report on the situation at the end of MINURSO's mandate. See als",https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1523,110
